Property_ID,Arrondissement,Property_Type,Size_sqm,Rooms,Floor,Year_Built,Condition,Distance_to_Center_km,Price_EUR
P10308,-10.0,Loft,186.0,5.0,6.0,1999.0,Good,12.38,treinta y dos
P10309,6.0,Studio,151.0,2.0,9.0,1971.0,New,5.73,1592225.25
P10310,N/D,Loft,-99.5,1.0,4.0,1917.0,Good,4.48,1995010.19
P10311,16.0,Studio,33.0,4.0,9.0,1938.0,Good,1.89,431800.35
P10312,-10.0,Penthouse,1838.12,n/a,1.0,1918.0,Needs Renovation,2.94,2388975.76
P10313,9.0,Studio ,122.0,2.0,4.0,1999.0,Needs Renovation,149.9,-1975415.91
P10314,10.0,*Studio*,157.0,3.0,9.0,1927.0,New,9.66,2399765.16
P10315,15.0,Penthouse,199.0,1.0,2.0,1856.0,Renovated,149.9,3950831.82
P10316,14.0,Penthouse,81.0,50.0,-4.5,2018.0,Needs Renovation,10.54,1064210.03
P10317,10.0,Studio,38.0,4.0,3.0,1951.0,Needs Renovation ,8.89,677330.42
	P10318	,16.0, Apartment ,181.0,5.0,-4.5,1946.0, New,9.14,1620498.87
P10319,13.0,Penthouse,87.0,1.0,8.0,1862.0,Renovated,8.03,932629.28
P10320,10.0,Apartment,1990.0,4.0,4.0,1857.0,Needs Renovation,13.26,2535016.05
P10321,9.0,Apartment ,1990.0,3.0,9.0,1852.0,New,3.26,921311.58
*P10322*,20.0,  Loft  ,144.0,4.0,90.0,twenty,needs renovation,11.09,2295658.12
P10323,8.0,PENTHOUSE,44.0,-2.5,9.0,1885.0,needs renovation,149.9,39508318.199999996
P10324,7.0,Penthouse,45.0,1.0,9.0,2007.0,Good,7.03,452058.09
P10325,200.0,Apartment,158.0,4.0,7.0,1852.0,Renovated	,N/A,1922995.61
P10326,15.0,PENTHOUSE,37.0,4.0,5.0,1854.0,Renovated,149.9,728529.1
P10327,5.0, Loft ,122.0,1.0,4.0,1933.0,Renovated,149.9,-1975415.91
P10328,11.0,Loft,46.0,1.0,5.0,20230.0,Good,2.21,703884.5
P10329,7.0,Studio ,1990.0,2.0,8.0,1934.0,Renovated,5.52,1996515.51
P10330,17.0,Penthouse,89.0,3.0,6.0,2003.0, Needs Renovation ,9.21,1135976.26
P10331,9.0,Loft,69.0,3.0,5.0,20230.0,Renovated,-7.495,1203036.49
P10332,11.0,Apartment,26.0,1.0,-51.75,2022.0,Needs Renovation,6.02,-1975415.91
P10333,3.0,* Studio*,172.0,3.0,3.0,1863.0,  Good  ,1.67,3006622.82
P10334,13.0, Apartment,163.0,3.0,1.0,2012.0,  New  ,5.52,1643413.95
P10335,13.0,Apartment,34.0,2.0,veinte,1874.0,Renovated,7.45,533516.61
  P10336  ,18.0,Apartment,47.0,50.0,0.0,1959.0,Needs Renovation,13.52,717993.21
P10337,12.0,	Penthouse	,139.0,4.0,8.0,1983.0,Needs Renovation,149.9,1950280.22
P10338,200.0,Apartment,131.0,2.0,1.0,1874.0,Good,NaN,1155166.87
P10339,16.0,Apartment,1990.0,4.0,NULL,1995.0,Renovated,4.53,3238967.83
P10340,20.0,Studio	,148.0,5.0,1.0,1909.0,New,5.79,40550855.08
P10341,15.0,Penthouse,?,3.0,1.0,veinte,Needs Renovation,3.57,664798.19
P10342,4.0,Studio,140.0,3.0,7.0,1932.0,New,2.97,2387145.95
P10343,2.0,Penthouse	,163.0,1.0,2.0,1856.0,Needs Renovation,10.54,2834953.46
P10344 ,4.0,Apartment,2045.1,NaN,-4.5,1866.0,Good,3.87,1731408.58
P10345,18.0,Studio,138.0,4.0,3.0,1973.0,Needs Renovation,-7.495,1391734.3
P10346,15.0,Penthouse,192.0,5.0,2.0,1856.0,Needs Renovation,8.12,3578736.11
P10347,19.0,Studio,28.0,5.0,4.0,1979.0,Needs Renovation,2.44,354058.46
P10348,4.0,	Loft	,163.0,5.0,9.0,1969.0,Needs Renovation,8.26,2791126.89
P10349,9.0, Apartment,79.0,5.0,1.0,1931.0,Renovated,1.44,643490.49
P10350,7.0,apartment,174.0,4.0,0.0,1988.0,Needs Renovation,149.9,2167501.09
P10351,8.0,Penthouse,66.0,5.0,-4.5,1883.0,New,5.21,914686.98
P10352,12.0,Penthouse,96.0,3.0,3.0,2006.0,[New],7.16,1201023.3
	P10353	,13.0,?,35.0,2.0,8.0,1866.0,Good,10.05,654675.57
P10354,4.0,Loft,NULL,1.0,0.0,1859.0,	New	,13.99,3240308.08
P10355,7.0,Apartment,1990.0,4.0,1.0,1857.0,New ,13.48,547624.62
P10356 ,11.0,Studio	,191.0,1.0,7.0,2022.0,Good,2.68,1680766.48
P10357,19.0,Studio,174.0,4.0,4.0,1857.0,New,1.1,2461519.37
P10358,18.0,Studio,-99.5,3.0,2.0,20230.0,Good,2.03,-1975415.91
P10359,8.0,  Penthouse  ,31.0,50.0,nueve,1907.0,Good,7.2,-1975415.91
P10360,-10.0,Apartment,153.0,4.0,6.0,1877.0,Renovated,5.65,39508318.199999996
P10361,5.0,Studio,19.0,5.0,7.0,1913.0,Renovated,6.65,302549.02
P10362,6.0,Apartment,125.0,4.0,7.0,1953.0,New,9.56,2348351.24
P10363,5.0,Apartment	,192.0,3.0,3.0,1927.0,  Renovated  ,-86.19,1815674.31
P10364,8.0,Penthouse,136.0,2.0,3.0,1989.0,New,7.38,1613855.7
P10365,6.0,STUDIO,16.0,5.0,1.0,1860.0,New,1.13,239825.15
P10366,5.0,Loft,31.0,2.0,8.0,1908.0,New,ocho horas,331557.01
P10367,3.0,Loft,128.0,44.56,4.0,2021.0,Needs Renovation,3.36,1393704.01
P10368,12.0,Apartment,188.0,1.0,2.0,1971.0,Needs Renovation,12.33,2960949.19
P10369,17.0,Studio,133.0,1.0,90.0,1998.0,New,11.45,1476456.87
P10370,17.0,Penthouse,163.0,4.0,5.0,1999.0,Needs Renovation,14.78,1409346.65
P10371,1.0,Apartment,1990.0,4.0,90.0,1851.0,Needs Renovation,2.41,306651.05
P10372,-10.0,*Loft*,194.0,3.0,2.0,2000.0,New,149.9,3798822.04
P10373,16.0,Loft,36.0,3.0,0.0,20230.0,New,4.81,615535.92
P10374,3.0,Penthouse,33.0,5.0,8.0,1977.0,Good,6.79,301127.74
P10375,3.0,Studio,150.0,2.0,7.0,1978.0,Renovated,11.25,2204476.19
P10376,20.0,Penthouse,17.0,1.0,2.0,1913.0,Needs Renovation,12.1,192692.03
P10377,N/A,Penthouse,1990.0,5.0,6.0,2004.0,Needs Renovation,10.47,403124.53
P10378,17.0,Loft,126.0,5.0,3.0,1935.0,New,12.8,39508318.199999996
P10379,4.0,Studio,72.0,4.0,8.0,2011.0,Needs Renovation,11.5,1220313.99
P10380,15.0,Studio,na,3.0,6.0,1919.0,RENOVATED,13.21,580555.98
P10381,N/A,Loft,115.0,2.0,3.0,1869.0,Needs Renovation,11.82,39508318.199999996
P10382,14.0,Apartment,168.0,5.0,5.0,1952.0,Renovated,0.55,2680692.68
[P10383],14.0,Penthouse,?,4.0,3.0,20230.0,Renovated,9.03,529143.23
P10384,12.0,Studio,18.0,5.0,7.0,1929.0,  Needs Renovation  ,3.77,282742.31
P10385,-115.0,Apartment,146.0,2.0,2.0,2008.0,New,0.83,2218094.43
P10386,3.0,Loft,161.0,1.0,2.0,1999.0,New,10.58,2517699.94
P10387,12.0,Studio,90.0,2.0,3.0,1868.0,New,6.88,1484295.41
P10388,19.0,Penthouse,108.0,1.0,1.0,1912.0,RENOVATED,149.9,1426489.1
P10389,14.0,  Penthouse  ,61.0,-2.5,5.0,1894.0,Needs Renovation,3.02,1025006.79
P10390,-115.0,Penthouse,18.0,4.0,5.0,1896.0,Renovated,12.68,313700.75
P10391,12.0,Apartment,89.0,1.0,4.0,1910.0,Good,14.7,1726934.02
P10392,5.0,Loft,17.0,5.0,5.0,1930.0,Good,13.98,278851.4
P10393,4.0, Studio,65.0,-28.75,2.0,1895.0,Renovated,3.77,563786.16
P10394,4.0,Penthouse,83.0,5.0,3.0,1898.0,  Good  ,6.81,39508318.199999996
P10395,14.0,Apartment,19.0,4.0,3.0,1975.0,Renovated,11.06,-1975415.91
P10396,1.0,Studio,177.0,1.0,3.0,1919.0,Renovated,1.33,3073172.55
P10397,10.0,Penthouse,188.0,4.0,8.0,20230.0,Renovated,13.88,1800324.26
P10398,-10.0,Studio,50.0,5.0,9.0,2007.0,Good,1.03,441374.81
P10399,19.0,Loft,149.0,3.0,7.0,1987.0,New,4.44,1684794.86
P10400,5.0,Apartment,196.0,2.0,5.0,1893.0,New,2.77,five point two
P10401,17.0,Studio,2362.63,3.0,9.0,1956.0,Needs Renovation,2.52,1732864.01
P10402,14.0,Loft,192.0,1.0,5.0,1976.0,Renovated,149.9,3314360.2
P10403,6.0,Penthouse,174.0,3.0,6.0,1998.0,Renovated,1.26,3403567.58
*P10404*,NaN,Apartment,134.0,1.0,4.0,1931.0,New,2.6,1867125.66
*P10405*,5.0,Studio,1990.0,2.0,0.0,1996.0,New,4.98,1039723.13
P10406,3.0,Penthouse,99.0,4.0,8.0,2010.0,Needs Renovation,2.69,1207213.57
P10407,14.0, Studio,141.0,-2.5,5.0,1882.0,Needs Renovation	,8.09,1278317.69
P10408,14.0,*Penthouse*,75.0,5.0,9.0,20230.0,Good,1.48,-1975415.91
P10409,17.0,Apartment,100.0,1.0,5.0,1947.0,Renovated,7.53,1452245.86
P10410,14.0,Apartment,99.0,5.0,8.0,1915.0,Renovated,1.91,twenty
P10411,19.0,Loft,158.0,50.0,5.0,1925.0,[Renovated],146.88,2498245.69
P10412,2.0,Studio,182.0,4.0,2.0,1912.0,Needs Renovation,7.71,2233445.85
P10413,20.0,Apartment,46.0,5.0,3.0,1959.0,New,11.43,458917.91
P10414,7.0,Penthouse,157.0,5.0,3.0,1941.0,Good,null,2498741.73
  P10415  ,5.0,Penthouse,139.0,1.0,9.0,1962.0,Renovated,0.89,2046384.01
P10416,186.44,Apartment,167.0,ocho horas,0.0,1891.0,GOOD,7.72,3158077.29
P10417,16.0,Loft,20.0,4.0,1.0,2020.0,Good,-7.495,268407.24
P10418,5.0,Loft,65.0,3.0,90.0,1857.0,Good ,4.66,678937.84
P10419,17.0,Penthouse,55.0,4.0,7.0,1904.0,New,9.82,622451.52
P10420,13.0,*Apartment*,157.0,2.0,3.0,1861.0,Needs Renovation,2.91,1553586.89
P10421,1.0,Loft,94.0,3.0,1.0,1956.0,New,14.76,1161577.63
P10422,11.0,Loft,175.0,4.0,7.0,1950.0,Needs Renovation,11.12,1824232.9
P10423,200.0,Penthouse	,190.0,3.0,,1959.0,  New  ,1.71,2234009.35
P10424,13.0,Apartment,46.0,1.0,-51.75,1865.0,Renovated,14.83,811589.15
P10425 ,6.0,Loft,-99.5,5.0,1.0,1853.0,Renovated,14.96,1969849.92
P10426,3.0,Loft,73.0,3.0,2.0,1946.0,New,0.93,1185690.23
P10427,8.0,Loft,162.0,2.0,4.0,1858.0,Needs Renovation,12.38,1703759.73
P10428,17.0,Apartment,192.0,3.0,8.0,1988.0,Needs Renovation,13.57,3286077.87
P10429,10.0,	apartment	,122.0,4.0,null,1980.0,Good,13.26,1435785.0
P10430,11.0,Studio,44.0,2.0,7.0,2010.0,renovated,3.98,481011.49
P10431,17.0,Apartment,194.0,2.0,1.0,1907.0,Needs Renovation ,149.9,2362007.61
P10432,12.0,Loft ,-99.5,1.0,-4.5,1882.0,Good ,2.33,669602.71
P10433,200.0,Apartment,30.0,2.0,7.0,2005.0,-,10.38,357037.45
P10434,9.0,Studio,162.0,4.0,6.0,1936.0,Good,1.62,3223947.65
P10435,20.0,Apartment ,81.0,4.0,5.0,1992.0,New,3.58,1490127.69
P10436,6.0,Loft,71.0,5.0,3.0,1991.0,Good ,13.6,915877.0
P10437,19.0,Loft,159.0,1.0,1.0,1964.0,Renovated,13.65,2776357.53
P10438,200.0,Studio,165.0,3.0,7.0,1895.0,[Needs Renovation],7.18,1539759.15
  P10439  ,3.0,Loft,114.0,5.0,2.0,1996.0,Needs Renovation,14.66,1659814.77
[P10440],10.0, Apartment ,92.0,3.0,-4.5,2017.0,New,149.9,1202493.46
P10441,12.0,Apartment,168.0,1.0,90.0,20230.0,Renovated,11.43,1933111.95
P10442,15.0,Loft,42.0,4.0,8.0,1973.0,New,12.53,830826.54
P10443,2.0,Penthouse,33.0,4.0,5.0,1910.0,Renovated,1.49,308581.83
P10444,N/D,Apartment,44.0,1.0,7.0,1901.0,Needs Renovation,4.87,358549.33
P10445,15.0,Apartment,67.0,3.0,8.0,1917.0,NEEDS RENOVATION,13.22,717986.6
P10446,19.0,Studio,16.0,1.0,5.0,2018.0, ,14.84,191438.34
P10447,20.0,PENTHOUSE,197.0,5.0,2.0,1860.0,Good,14.93,39508318.199999996
P10448,-10.0,Loft,64.0,-2.5,4.0,1897.0,New,12.55,39508318.199999996
P10449,200.0,studio,186.0,1.0,8.0,1986.0,Good,10.2,3134246.75
P10450,2.0,Studio,79.0,5.0,7.0,1925.0,Needs Renovation,13.7,1290339.03
P10451,-10.0, Studio,188.0,null,-4.5,1942.0,Renovated,2.97,2272880.22
P10452,12.0,Penthouse ,35.0,3.0,8.0,2006.0,Needs Renovation,9.77,39508318.199999996
P10453,14.0,Penthouse,69.0,50.0,90.0,1925.0, New,7.57,638298.14
P10454,11.0,Apartment,100.0,4.0,1.0,20230.0,Renovated,11.28,-22717282.96
*P10455*,4.0,Loft,15.0,1.0,5.0,1876.0,Renovated,2.53,120525.79
P10456,9.0,Studio,138.0,2.0,0.0,1948.0,Renovated,3.34,2712858.14
P10457,3.0,studio	,49.0,5.0,0.0,1990.0,Renovated,8.29,670881.59
P10458,10.0,Loft,63.0,1.0,3.0,1973.0,  Good  ,4.63,669616.02
P10459,-10.0,Apartment,53.0,5.0,90.0,20230.0,Renovated,five point two,702910.48
P10460,18.0,Loft,1990.0,NaN,0.0,1937.0,Renovated,8.21,262539.2
P10461,5.0,	Apartment	,73.0,1.0,2.0,1988.0,Needs Renovation ,149.9,609989.36
P10462,17.0,Penthouse,-99.5,50.0,2.0,1925.0,New,13.29,-1975415.91
P10463,12.0,Penthouse,123.0,4.0,-4.5,1894.0,Good,10.92,1979721.19
P10464,7.0,Penthouse,22.0,1.0,6.0,2007.0,Needs Renovation,4.24,344009.96
P10465,7.0,Studio,191.0,4.0,1.0,1917.0,Good,6.07,3101664.08
P10466,5.0,LOFT,141.0,4.0,2.0,2005.0, Renovated,8.47,1752437.71
P10467,4.0,Apartment,127.0,1.0,2.0,1992.0,Renovated,11.37,1632061.35
P10468,20.0,Studio,1990.0,5.0,1.0,1900.0,Needs Renovation,9.11,
P10469,5.0,Penthouse ,24.0,2.0,8.0,1970.0,Good,2.74,231994.94
P10470,20.0,Studio,17.0,4.0,4.0,1851.0,Needs Renovation,8.18,266126.93
P10471,2.0,Loft,1766.75,-2.5,-4.5,1914.0,Renovated,1.72,1180369.5
P10472,8.0,Loft,115.0,5.0,8.0,1872.0,Renovated,12.34,2035071.23
P10473,200.0,Studio,52.0,4.0,1.0,2013.0,Good,10.26,657732.97
P10474	,NaN,Loft,1990.0,1.0,9.0,1879.0,Good,6.97,1552876.34
P10475,12.0,Loft,112.0,50.0,8.0,1912.0,Needs Renovation,1.93,-1975415.91
P10476,10.0,APARTMENT,89.0,2.0,5.0,1949.0,Needs Renovation,6.2,39508318.199999996
P10477,6.0,Studio,166.0,2.0,4.0,1856.0,Good,2.57,ocho horas
P10478 ,9.0,Apartment,-99.5,50.0,3.0,1868.0,Needs Renovation,0.87,850537.07
P10479,12.0,Apartment,160.0,4.0,0.0,1962.0,New,10.32,1292883.95
P10480,200.0,Apartment,83.0,-2.5,7.0,1914.0,Good,2.03,1502356.47
P10481,9.0,Loft,127.0,5.0,7.0,1937.0,NEEDS RENOVATION,7.83,2497366.49
P10482,14.0,Apartment,89.0,5.0,5.0,-1011.5,Good,6.13,-1975415.91
P10483,15.0,Penthouse,65.0,2.0,4.0,1879.0,New,2.39,-1975415.91
*P10484*,14.0,Apartment,136.0,5.0,4.0,1884.0,Needs Renovation,13.38,1692487.88
P10485,17.0,Penthouse,32.0,-2.5,null,1994.0,Good,6.09,465426.35
P10486,13.0,Apartment	,36.0,4.0,8.0,20230.0,	Renovated	,8.22,711407.08
P10487,8.0,  Apartment  ,123.0,5.0,2.0,1980.0,Renovated,4.88,2214467.34
P10488,4.0,Penthouse,174.0,5.0,0.0,20230.0,Renovated ,5.47,1798374.57
P10489,200.0,Apartment,35.0,4.0,3.0,1978.0,Renovated,8.92,628889.17
P10490,16.0,Studio,n/a,5.0,1.0,1988.0,Needs Renovation,3.51,39508318.199999996
P10491,15.0,Apartment,1990.0,3.0,7.0,2001.0,New,9.5,575477.09
P10492,1.0,Penthouse,179.0,5.0,89.29,20230.0,Good,10.81,1749869.95
P10493,5.0,Loft,nueve,-28.75,4.0,20230.0,New,149.9,1265677.85
P10494,10.0,Studio,187.0,4.0,5.0,1988.0,Renovated,8.47,1581230.63
P10495,4.0,Apartment,19.0,1.0,8.0,20230.0,[Good],149.9,307212.34
P10496,14.0,Loft,84.0,1.0,9.0,1897.0,New,-86.19,twenty
P10497,4.0,Loft,66.0,2.0,0.0,2000.0,New,6.1,917203.2
P10498,17.0,Studio,193.0,5.0,90.0,1941.0,Good,12.5,3815392.32
P10499,-10.0,Loft,18.0,5.0,8.0,1921.0,New,12.88,246920.41
P10500,20.0,Penthouse,95.0,1.0,nueve,1996.0,new,5.02,1725544.49
P10501,19.0, Penthouse ,81.0,3.0,6.0,1963.0,Good,-7.495,677927.93
P10502,3.0,Penthouse,107.0,3.0,9.0,1891.0,New,9.67,doce
  P10503  ,17.0,Apartment,-1144.25,4.0,7.0,1884.0,Needs Renovation,3.56,617863.63
P10504,16.0,Apartment,71.0,3.0,7.0,1875.0,needs renovation,12.51,1418143.37
P10505,12.0,apartment,85.0,3.0,8.0,1886.0,New,11.24,1432626.91
P10506,200.0,Apartment,51.0,5.0,4.0,na,Renovated,12.23,-1975415.91
P10507,N/D,Apartment,15.0,4.0,7.0,1872.0,Renovated,-7.495,246006.17
*P10508*,doce,Apartment,-99.5,4.0,5.0,1924.0,Renovated,twelve,-22717282.96
P10509,18.0,Penthouse,17.0,4.0,1.0,1894.0,Good,14.35,253716.3
P10510,200.0,Loft,137.0,2.0,6.0,2011.0,Good ,12.02,1222361.25
[P10511],5.0,Apartment	,158.0,4.0,9.0,N/A, Good,10.17,1539292.59
P10512,2.0,Penthouse,-99.5,-2.5,2.0,-1011.5,Good,-,3176419.99
P10513,2.0,Studio,134.0,50.0,6.0,1902.0,New,149.9,1107419.29
P10514,11.0,apartment,159.0,1.0,4.0,1996.0, Needs Renovation,5.69,1690374.72
P10515,18.0,Loft,71.0,1.0,0.0,1872.0,Renovated,13.07,672728.42
P10516,-10.0,Studio,-99.5,-28.75,5.0,1901.0,  Renovated  ,9.74,1571432.18
P10517,12.0,Apartment,-99.5,2.0,3.0,1902.0,Renovated,12.16,2120631.24
P10518,9.0,Apartment,36.0,4.0,6.0,1857.0,Renovated,4.44,349722.42
P10519,14.0,Loft,133.0,2.0,1.0,20230.0,Needs Renovation,1.29,1277590.07
P10520,13.0,Penthouse,63.0,50.0,9.0,1942.0,Good,1.18,504101.83
P10521,16.0,Loft,110.0,1.0,1.0,1857.0,Renovated,0.56,962750.3
P10522,17.0,Penthouse,83.0,50.0,8.0,five point two,New,2.38,1401940.44
P10523,14.0,Apartment,151.0,3.0,-4.5,1949.0,Needs Renovation,13.65,2778184.94
P10524,20.0,Studio,65.0,5.0,5.0,-1011.5,Renovated,14.08,849459.93
P10525,11.0,Apartment	,193.0,5.0,6.0,2006.0,New,6.12,1812708.53
P10526,11.0,Penthouse,134.0,50.0,4.0,1998.0,Renovated,13.19,39508318.199999996
P10527,15.0,Loft,-1144.25,1.0,0.0,1874.0,Good,4.82,1304246.38
P10528,15.0,Penthouse,35.0,4.0,4.0,1891.0,Needs Renovation,2.02,608366.02
P10529,2.0,Penthouse,62.0,4.0,2.0,1896.0,[Needs Renovation],2.11,-22717282.96
	P10530	,-10.0,Apartment,119.0,4.0,1.0,1990.0,New,6.53,2178590.15
P10531,13.0,Penthouse,144.0,1.0,5.0,1949.0,Good,10.33,2287906.82
	P10532	,-10.0,Studio,187.0,5.0,7.0,1857.0,Needs Renovation,9.95,2158656.52
P10533,2.0,Studio,32.0,3.0,4.0,1877.0,New,10.84,377200.9
P10534	,8.0,Penthouse	,196.0,1.0,2.0,1862.0,New ,1.34,39508318.199999996
P10535,13.0,Apartment,132.0,2.0,4.0,1923.0,Good,0.71,39508318.199999996
P10536,15.0,Penthouse,179.0,50.0,3.0,1991.0,NEEDS RENOVATION,6.5,1473515.75
P10537,15.0,Apartment,167.0,3.0,0.0,1861.0,Good,9.13,2146196.65
P10538,17.0,apartment,38.0,5.0,,n/a,Needs Renovation,8.03,515627.39
P10539,11.0, Loft,79.0,4.0,0.0,1953.0,Good,2.41,1063263.11
P10540,4.0,Apartment,41.0,5.0,8.0,2011.0,* New *,3.14,365581.39
P10541,16.0,Loft ,-99.5,50.0,6.0,1856.0,Needs Renovation ,5.55,1803145.03
[P10542],9.0, Loft ,140.0,4.0,4.0,1984.0,Needs Renovation,149.9,1122274.09
P10543,7.0, Penthouse,65.0,1.0,7.0,1894.0,Needs Renovation ,6.27,946631.34
P10544,7.0,Apartment,1990.0,3.0,1.0,2005.0,Good,7.36,2412157.28
P10545,3.0,Loft,138.0,4.0,9.0,1953.0,Good,14.17,1199790.41
P10546,15.0, Studio,147.0,4.0,5.0,1866.0,Renovated,3.77,-1975415.91
P10547,12.0,Apartment,120.0,44.34,90.0,1894.0,Renovated,149.9,1856275.64
P10548,10.0, Studio,195.0,4.0,0.0,1898.0,Good,14.24,2468307.75
P10549,-115.0,Studio,116.0,4.0,8.0,2023.0,N/A,1.4,1678027.71
P10550,7.0,Studio,128.0,5.0,8.0,N/A,[Good],6.53,1787871.92
P10551,16.0,Apartment,-99.5,3.0,9.0,1870.0,*Renovated*,14.45,3083950.74
P10552,18.0,Studio ,148.0,2.0,2.0,1855.0,Needs Renovation,6.96,2155222.72
P10553,18.0,Studio,186.0,5.0,0.0,1924.0,New,12.0,1599553.19
P10554,3.0,Penthouse,25.0,4.0,8.0,1865.0,Needs Renovation,9.73,397734.13
P10555,16.0,Loft,62.0,3.0,8.0,1925.0,Needs Renovation,treinta y dos,1225970.94
  P10556  ,200.0,Apartment,103.0,2.0,6.0,1951.0,Good,9.52,-1975415.91
P10557,11.0,Apartment,-99.5,4.0,-4.5,nueve, Renovated ,14.42,3016053.52
P10558,-10.0,Penthouse,94.0,-2.5,7.0,20230.0,Good,12.89,39508318.199999996
P10559,18.0,Studio,110.0,4.0,-4.5,2020.0,Good,10.17,1206489.22
P10560,14.0,Apartment,98.0,2.0,5.0,1893.0,New,0.68,1691433.25
P10561,17.0,Studio,88.0,4.0,9.0,2020.0,[Renovated],N/A,1081022.99
P10562,200.0,Studio,184.0,-,6.0,1940.0,Renovated,-7.495,1864776.98
P10563 ,8.0,penthouse,169.0,1.0,9.0,1858.0,  Renovated  ,2.73,2168806.2
P10564,3.0,Penthouse,169.0,2.0,8.0,1942.0, Good,7.48,3366321.17
P10565,18.0,Penthouse,81.0,4.0,2.0,1948.0,Good,14.29,736181.49
P10566,10.0,Apartment,105.0,2.0,1.0,2022.0, Good ,4.14,1289972.66
P10567,seven,Studio,195.0,3.0,0.0,?,Good,13.58,2532513.12
P10568,20.0,Penthouse,168.0,cinco punto tres,6.0,1859.0,New,12.68,3308334.43
P10569,-10.0, Apartment,-99.5,1.0,0.0,1994.0,New,2.65,590938.31
P10570,19.0,Penthouse,183.0,5.0,-4.5,1998.0,Good,7.99,2411311.9
P10571,19.0,Loft,40.0,3.0,6.0,1896.0,New,13.6,455598.11
P10572,16.0,Penthouse,168.0,5.0,3.0,1872.0,Renovated,7.41,2189607.16
  P10573  ,16.0,Studio,157.0,2.0,7.0,1890.0,Needs Renovation,4.79,1641617.33
P10574,10.0,Loft,126.0,4.0,3.0,1971.0,*New*,184.35,1969696.21
P10575,2.0,Studio,179.0,1.0,7.0,1876.0,Needs Renovation,12.62,2311417.13
P10576,14.0, Loft,178.0,2.0,7.0,1853.0,Needs Renovation,149.9,3077063.69
P10577,7.0,Penthouse,199.0,1.0,7.0,-1011.5,good,6.67,2879357.79
P10578,11.0,Penthouse,83.0,5.0,8.0,1903.0,Renovated,5.75,1426484.56
P10579,13.0,Studio,1990.0,2.0,6.0,2015.0,Renovated,0.65,738877.33
P10580,17.0,Apartment,17.0,3.0,90.0,1925.0,-,3.75,146587.79
P10581,8.0,Loft,178.0,1.0,6.0,1907.0,New,-7.495,3236236.61
P10582,9.0,Loft,1990.0,1.0,2.0,1975.0,Good,5.39,39508318.199999996
P10583,5.0,Apartment,61.0,4.0,7.0,20230.0,*good*,6.2,1208916.35
P10584,10.0,Loft,163.0,1.0,6.0,1880.0, Renovated ,11.43,-1975415.91
P10585,-10.0,Studio,46.0,3.0,8.0,1988.0,[Renovated],9.61,516498.85
P10586,19.0,Penthouse,31.0,seven,8.0,1972.0,Good,11.51,601105.61
P10587,6.0,Loft,116.0,1.0,8.0,20230.0,Needs Renovation,5.85,1643285.41
P10588,16.0,Penthouse,141.0,2.0,6.0,1972.0,Needs Renovation,12.15,-1975415.91
P10589,1.0,Apartment,165.0,50.0,8.0,1930.0,Needs Renovation,0.95,2763382.5
P10590,17.0,Loft,1990.0,5.0,5.0,20230.0,Good,10.14,1776206.3
P10591,7.0,Penthouse,?,N/A,6.0,1914.0,New,5.02,279038.65
P10592,2.0,APARTMENT,29.0,4.0,-4.5,1995.0,Needs Renovation,0.73,39508318.199999996
P10593,20.0,Loft,57.0,4.0,9.0,1882.0,Renovated,149.9,541077.86
P10594,18.0,Apartment,146.0,3.0,5.0,1970.0,New,149.9,2045905.97
P10595,14.0,Studio,182.0,3.0,4.0,1876.0,Renovated,7.49,2394237.54
P10596,12.0,Loft,1990.0,3.0,9.0,-1011.5,Renovated,177.7,524599.35
	P10597	,2.0,Loft,186.0,2.0,2.0,20692.91,New,12.05,n/a
P10598,19.0,Studio,21.0,na,6.0,1932.0,Renovated,9.61,382371.43
P10599,18.0,Penthouse,86.0,4.0,4.0,1924.0,New,3.28,880895.7
P10600,13.0,penthouse,154.0,1.0,4.0,1906.0,Renovated,13.23,2959869.71
P10601,20.0,STUDIO,83.0,3.0,1.0,1961.0,Good,5.34,1018431.34
P10602,4.0,Loft,137.0,2.0,6.0,1882.0,Renovated,9.81,1433679.92
P10603,11.0, Penthouse,196.0,3.0,7.0,1997.0,Good,4.53,3414952.24
 P10604,7.0,Loft,1809.44,-2.5,7.0,1911.0,New,8.02,39508318.199999996
P10605,2.0,Apartment,twenty,50.0,4.0,2005.0,Good,6.35,609091.67
P10606,11.0,Loft,96.0,2.0,0.0,1920.0,Needs Renovation,4.33,1438675.08
P10607,5.0,Studio,24.0,2.0,1.0,1973.0,GOOD,8.47,331115.43
P10608,20.0,Penthouse,1990.0,2.0,6.0,2006.0,Good,13.92,2743856.35
P10609,13.0, NULL,34.0,3.0,3.0,1957.0,Renovated,-7.495,447592.9
P10610,17.0,Loft,125.0,2.0,1.0,1999.0,Renovated,14.49,1401103.04
P10611,200.0,Apartment,41.0,2.0,5.0,1949.0,Renovated,4.12,39508318.199999996
	P10612	,11.0,Apartment,16.0,-2.5,-51.75,2003.0,Needs Renovation,7.01,161423.68
P10613,19.0,Penthouse,67.0,3.0,4.0,1972.0, Good ,11.7,1128174.32
P10614,20.0,Loft,114.0,2.0,0.0,1962.0,needs renovation,6.09,1423022.97
P10615,19.0,Studio,21.0,1.0,2.0,1978.0,	New	,3.7,304581.5
P10616,19.0,Loft,87.0,5.0,5.0,20230.0,Good,1.98,1340407.98
