Unnamed: 0,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
13404.0,House,5800000.0,Ferozepur Road,Lahore,-40.25,For Sale,4.0,5.0
13405.0, Lower Portion,5200000.0,Nadeem Town,Lahore,3.0,For Sale,2.0,2.5
13406.0,House,4600000.0,Thokar Niaz Baig, Lahore,4.0,	For Sale	,4.0,4.0
13409.0,[House],449000000.0,Harbanspura,Lahore,5.0,For Sale ,5.0,5.0
13410.0,House,13000000.0,Harbanspura,Islamabad ,?,For Sale,5.0,1940.0
1684450.0, Room ,6500000.0,Harbanspura,Lahore,3.0,For Sale,3.0,seven
13413.0,House,18000000.0,Harbanspura,Lahore,5.0,For Sale,5.0,10.0
13416.0,House,10500000.0,GURU MANDIR CHORANGI,Lahore ,4.0,For Sale,61.58,4.5
13418.0,House,14000000.0,Pak Arab Housing Society,Lahore,3.0,For Sale,3.0,5.0
13419.0,Flat,449000000.0,Garden Town, Lahore,1.0,For Sale,n/a,2.0
13420.0,[House],13000000.0,Pak Arab Housing Society,Lahore,3.0,For Sale,3.0,5.0
1684450.0, House,15000000.0,Johar Town,?,3.0,For Sale,3.0,5.0
13422.0,House,15000000.0,Canal Garden,Lahore,7.0,for sale,5.0,1940.0
13423.0,Penthouse ,9500000.0,Singhpura,Lahore,4.0,For Sale,4.0,3.0
13424.0,Flat,13600000.0,  Askari  ,Lahore,3.0,For Sale,3.0,10.0
-968558.75,House,24500000.0,Valencia Housing Society,Lahore,7.0,For Sale,5.0,20.0
13430.0,House,15000000.0,Waris Road,Lahore,2.0,For Sale,2.0,8.0
13431.0,House,8000000.0,Cantt,Lahore,3.0,For Sale,3.0,5.0
13432.0,House,10500000.0,Harbanspura,Lahore,3.0,For Sale,4.0,8.0
13433.0,House,12000000.0,Harbanspura,Lahore,4.0,For Sale,4.0,5.0
13434.0,House,20000000.0,Bahria Town,Lahore,5.0,For Sale,5.0,11.0
1684450.0,House,8500000.0,Zaheer Villas,Lahore,5.0,For Sale,?,4.0
1640419.49,House,12500000.0,Al Hamad Colony,Lahore,5.0,For Sale,4.0,na
1684450.0,House,30000000.0,Revenue Society,Lahore,6.0, For Rent,6.0,1940.0
13439.0,House,4500000.0,Kahna Kacha,Lahore,1.0,For Sale,2.0,3.0
13440.0,House,15000000.0,Canal Bank Housing Scheme,Lahore,5.0,For Sale,5.0,1940.0
13441.0,House,17000000.0,Canal Bank Housing Scheme,Lahore ,dieciocho, For Rent ,6.0,6.0
13442.0,House,18000000.0,AL-KAREEM PREMIER HOUSING SCHEME,RAWALPINDI,3.0,For Sale,3.0,9.5
13446.0,House,449000000.0,Nishat Colony,?,3.0,FOR RENT,2.0,twelve
13447.0,House,9500000.0,Harbanspura,Lahore,5.0,For Sale,6.0,5.0
13448.0,House,7500000.0,Zaheer Villas,Lahore,4.0,For Sale,3.0,4.0
13449.0, Lower Portion ,6500000.0,Cantt,Lahore,6.0,For Sale,5.0,4.0
13450.0,House,11500000.0, Sultan Colony,Lahore,70.0,For Sale,4.0,5.0
13452.0,Lower Portion,12500000.0,Cantt,Lahore,2.0,For Sale,2.0,-97.0
13453.0,House,11500000.0,Taj Bagh Scheme,Lahore,5.0,For Sale,5.0,5.0
1684450.0,House,3600000.0,Rehman City - Phase 4,FAISALABAD,5.0,for rent,4.0,3.0
13457.0,House ,7000000.0,Canal Bank Housing Scheme,Lahore,3.0,For Sale,3.0,3.5
-84222.5,House,9000000.0,Raiwind Road , Lahore ,4.0,For Sale,4.0,5.0
13459.0, Flat ,22000000.0,Johar Town,Lahore,6.0,For Sale,5.0,10.0
13461.0,[Flat],-22450000.0,Punjab Coop Housing Society,Lahore,2.0,For Sale,1.0,2.7
13463.0,House,449000000.0,Punjab University Employees Society,Lahore,5.0,For Sale,5.0,6.0
13464.0,House,14000000.0,Model Town,Lahore,4.0,For Sale,4.0,5.0
-84222.5,House,11200000.0,Zaitoon Colony,Lahore,3.0,For Sale,4.0,5.0
13468.0,House,3700000.0,Bagarian,Lahore,3.0,For Rent ,3.0,2.5
treinta y dos,House,11000000.0,malik colony,Lahore,4.0,For Sale,4.0,5.0
13471.0,House,30000000.0,Gulshan-e-Ravi,Lahore,3.0,For Sale,3.0,10.0
13472.0,House,-22450000.0,Harbanspura,Lahore,5.0,For Sale,4.0,6.0
seven,House,3700000.0,Bagarian,Lahore,3.0,For Sale,3.0,2.5
13474.0,House,35000000.0,Gulberg,Lahore,3.0,For Sale,3.0,-97.0
ocho horas,House,34000000.0,NFC 1,Lahore,6.0,For Sale,5.0,20.0
13478.0,House,4000000.0,Hakim Town,Lahore,4.0,NULL,3.0,2.0
13479.0,[House],6500000.0,Samanabad,Lahore,2.0,For Sale,3.0,4.5
13480.0,House,4700000.0,Sanda,Lahore,2.0,For Sale,2.0,-97.0
13481.0,House,449000000.0,Cantt,Lahore,3.0,For Sale,4.0,2.0
13482.0,House,16000000.0, Bahria Town,Lahore,5.0,For Sale,5.0,8.0
treinta y dos,House,6500000.0,Nazir Garden Society,Lahore,3.0,For Sale,2.0,4.0
-84222.5,House,9500000.0,Mian Colony,Lahore,5.0,For Sale,3.0,-97.0
13487.0,House,9000000.0,Cantt,Lahore,4.0,For Sale,3.0,1940.0
13488.0,House,5000000.0,China Scheme,Lahore,2.0,For Sale,4.0,3.5
-968558.75,House,30000000.0,Garden Town,Lahore,3.0,For Sale,61.73,20.0
13490.0,House,7000000.0,Fateh Garh,Lahore,3.0,For Sale,3.0,3.5
13491.0,House,-22450000.0,Johar Town,Lahore,-40.25, For Sale,5.0,1940.0
13492.0,House,20500000.0,Askari,Lahore,twelve,for sale,3.0,10.0
13494.0,FARM HOUSE,19000000.0,Bahria Town,Lahore,5.0,For Sale,4.0,1940.0
13496.0,House,9800000.0,TIP Housing Society,Lahore,5.0,For Sale,4.0,9.0
13499.0, Flat,33000.0,Khayaban-e-Ittehad Road,Karachi,2.0,For Rent,2.0,2.1
13500.0,Flat ,45000.0,Baloch Colony,Karachi,-40.25,For Rent,3.0,8.0
1684450.0,Upper Portion,28000.0,Gulshan-e-Iqbal Town,Karachi ,2.0,NULL,2.0,4.8
treinta y dos,Lower Portion,25000.0, Lawrence Road ,Karachi,2.0,For Rent,2.0,4.8
13503.0,Flat,20000.0,Gulshan-e-Usman Housing Society ,Karachi,1.0,For Rent,2.0,3.1
13504.0,Lower Portion,-22450000.0,Nazimabad,Karachi,1.0,For Rent,2.0,5.3
13505.0,Upper Portion,55000.0,al kareem garden,Karachi,2.0,For Rent,2.0,4.0
13508.0,Upper Portion,45000.0,Nazimabad,Karachi,2.0,For Rent,3.0,20.0
13509.0,Lower Portion,60000.0,Clifton,Karachi,3.0,For Rent,2.0,7.6
13511.0, House,120000.0,DHA Defence,Karachi,5.0,For Rent,4.0,4.8
13512.0,House,-22450000.0,DHA Defence,Karachi,5.0,For Rent,5.0,20.0
13513.0,House,825000.0,DHA Defence,Karachi ,6.0,For Rent,60.0,40.0
13514.0,Flat,75000.0,DHA Defence,Karachi,-40.25,for sale,3.0,9.3
13515.0,Flat,23000.0,Gulshan-e-Iqbal Town,Karachi,2.0,For Rent,2.0,3.2
13516.0,	Flat	,50000.0,DHA Defence,Karachi,3.0,For Rent,3.0,5.1
13517.0,Flat,32000.0,DHA Defence,Karachi,2.0,For Rent,2.0,1940.0
-84222.5,Flat,40000.0,DHA Defence,Karachi,2.0,For Rent,2.0,4.2
13519.0,Flat,55000.0,DHA Defence,Karachi,-3.5,For Rent,3.0,1940.0
13522.0,Lower Portion ,120000.0,Civil Lines,Karachi,3.0,For Rent,3.0,8.9
13523.0,Flat,35000.0, Federal B Area,Karachi,-3.5,	For Rent	,null,5.6
13524.0,Lower Portion,-22450000.0,Gulistan-e-Jauhar,Karachi,2.0,For Rent,3.0,6.7
13526.0,House,28000.0,Korangi Road,Karachi,6.0,For Rent ,2.0,3.2
13527.0, Room,30000.0,Gulistan-e-Jauhar,Karachi,70.0,For Rent,3.0,5.6
13529.0,Flat,42000.0,Gulistan-e-Jauhar,Karachi,3.0,For Rent,3.0,8.4
13530.0,Flat,85000.0,Clifton,Karachi,4.0,For Rent,4.0,11.1
13531.0,FARM HOUSE,30000.0, Gadap Town, Karachi,5.0,For Rent,6.0,5.0
13532.0,House,32000000.0,Gulshan-e-Iqbal Town,Karachi,6.0,For Sale,6.0,8.0
13533.0,[House],10500000.0,Scheme 33,Karachi,3.0,For Sale,3.0,4.8
13534.0,Flat,14000000.0,M. A. Jinnah Road,Lahore ,2.0,For Sale,2.0,5.3
13537.0,House,4900000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,-97.0
13538.0, Flat,15000000.0,DHA Defence,Karachi,3.0,For Sale,3.0,4.9
13539.0,Flat,6300000.0,North Nazimabad,Karachi,2.0,For Sale,60.0,veinte
13540.0,Upper Portion,6800000.0,Teacher Society,  Karachi  ,3.0,For Sale,3.0,5.3
13542.0,Flat,29500000.0,Cantt,Karachi,4.0, For Sale,3.0,1940.0
13543.0,Flat,28500000.0,canal burg,Karachi,4.0,For Sale,3.0,11.4
13544.0,Flat,4800000.0,Jamshed Road,Karachi,70.0,For Sale,2.0,3.1
13545.0,Flat,13500000.0,Gulshan-e-Iqbal Town,Karachi,3.0,For Sale,3.0,5.6
13547.0,Flat,15000000.0,Gulshan-e-Iqbal Town,  Karachi  ,4.0,For Sale,4.0,8.2
13548.0,Upper Portion,3400000.0,Malir,Karachi,2.0,For Sale,2.0,NULL
13549.0,*House*,449000000.0,Malir,Karachi,6.0,For Sale,6.0,1940.0
13550.0,Flat,4500000.0,Jamshed Road,Karachi,60.29,For Sale,2.0,3.8
13551.0,Flat,15500000.0,Maqboolabad Society ,Karachi,70.0,For Sale,4.0,8.2
13552.0,  Flat  ,11800000.0,Gulshan-e-Iqbal Town,Karachi,3.0,For Sale,3.0,6.2
13554.0,Flat,477407632.35,DAV College Road ,Karachi,-3.5,For Sale,1.0,3.8
13555.0,Flat,4500000.0,Liaquatabad,Karachi,-3.5,For Sale,2.0,2.9
1684450.0,Flat,10000000.0,Gulshan-e-Iqbal Town,Karachi,3.0,For Sale,3.0,1756.11
13558.0,Flat,-,Korangi,Karachi	,2.0,For Sale,2.0,2.0
13560.0,Lower Portion,12500000.0,Federal B Area,Karachi,3.0,For Sale,3.0,8.0
13562.0,Flat,25000000.0,Jamshed Town,Karachi,69.08,For Sale,4.0,10.0
13563.0,House,7500000.0,Gadap Town,Karachi,2.0,For Sale,4.0,4.8
13564.0,Flat,2700000.0,Malir,Karachi,70.0,For Sale,60.0,3.2
13565.0,farm house,5300000.0,Saddar Town,Karachi,4.0,For Sale,3.0,3.2
13566.0,ROOM,5100000.0,Gulshan-e-Iqbal Town,LAHORE,2.0,For Sale,2.0,4.0
13567.0,Penthouse,32500000.0,	Gulshan-e-Iqbal Town	,Karachi,-40.25,For Sale,3.0,1940.0
13569.0,Flat,4700000.0,Pakistan Chowk,Karachi,70.0,For Sale,0.0,5.3
13570.0,Upper Portion,5800000.0,Scheme 33,[ISLAMABAD],3.0,For Sale,3.0,4.4
13571.0,Flat,3000000.0,North Karachi,Karachi,2.0,For Sale,2.0,3.4
13572.0,Flat,3200000.0,Gizri,Karachi,2.0,For Sale,2.0,3.6
13573.0,Flat,9300000.0,Gulistan-e-Jauhar,?,-40.25,for sale,3.0,6.7
1684450.0,House,35000000.0,Gulshan-e-Iqbal Town,Karachi,70.0,For Sale,6.0,9.6
13576.0,Flat,7000000.0,Gulshan-e-Iqbal Town,*Rawalpindi *,2.0,For Sale,2.0,4.8
13577.0,Flat,-258175000.0,Gulshan-e-Iqbal Town,Karachi,2.0,For Sale,2.0,4.8
13578.0,House,27000000.0,DHA Defence,Karachi,4.0,For Sale,4.0,2165.51
13580.0,Flat,4600000.0,Gulshan-e-Iqbal Town,Karachi,2.0,[For Sale],3.0,4.0
13581.0,Flat ,-22450000.0,North Nazimabad,Karachi,-3.5,For Sale,3.0,6.7
13582.0,NULL,8800000.0,North Nazimabad,Karachi,2.0,For Sale,2.0,4.7
13583.0,Flat,12000000.0,North Nazimabad,Karachi,3.0,	FOR SALE	,54.83,6.2
13585.0,House,32500000.0,Malir,Karachi,5.0,For Sale,4.0,19.1
13586.0,Flat,505094268.68,Baloch Colony,Karachi,2.0,For Sale,4.0,7.2
13588.0,Flat,8500000.0,Gulshan-e-Iqbal Town,null,2.0,For Sale,2.0,4.2
13589.0,Lower Portion,8000000.0,Malir,Karachi,3.0,For Sale,3.0,4.8
13590.0,Upper Portion,6800000.0,Federal B Area,Karachi,3.0,For Sale,3.0,5.4
13591.0,Flat,27500000.0,DHA Defence,Karachi,3.0,For Sale,3.0,8.0
1684450.0, House ,25000000.0,Jamshed Town,Karachi,5.0,For Sale,-3.0,-97.0
13596.0,Flat,9000000.0,Gulistan-e-Jauhar,Karachi,2.0,For Sale,2.0,4.4
13597.0,Flat,-22450000.0,Bahria Town Karachi,Karachi,3.0,For Sale,2.0,-97.0
13598.0,Flat,NULL,Gulshan-e-Iqbal Town,Karachi,n/a,For Sale,2.0,3.3
13599.0,House,17000000.0,Gulistan-e-Jauhar,Karachi,5.0,For Sale,6.0,4.8
13601.0,Flat,10500000.0,G-15,Islamabad,4.0,[For Sale],4.0,2151.45
13604.0,Flat,12700000.0,[Bahria Town],Islamabad,3.0,For Sale,3.0,10.9
1684450.0,Flat,3000000.0,Abdullah Garden ,Islamabad,2.0,For Sale,2.0,1940.0
13606.0,House,18900000.0,PWD Housing Scheme,[Islamabad],6.0,For Sale,6.0,14.2
13607.0,House,3500000.0,DHA Defence,Islamabad,70.0,FOR RENT,2.0,5.0
13610.0,*House*,15000000.0,FECHS,Islamabad,5.0,For Sale	,5.0,-97.0
13611.0,Flat,449000000.0,Lawyers Society,Islamabad,1.0,For Sale,1.0,4.3
13612.0,House,27500000.0,Bahria Town,Islamabad,5.0,For Sale,4.0,10.0
13614.0,House,7500000.0,Ghauri Town,Islamabad,6.0,	for rent	,6.0,4.0
13617.0,Flat,5900000.0,NULL,Islamabad,3.0,	For Sale	,3.0,-97.0
13618.0,House,-258175000.0,G-13,karachi,6.0,For Sale,5.0,8.0
1684450.0,House,30000000.0,Bani Gala,Islamabad,5.0,For Sale,5.0,20.0
13621.0,[lower portion],32500000.0,G-11,Faisalabad ,7.0,For Sale,4.0,8.0
-84222.5,House,5500000.0, Burma Town,Islamabad,3.0,For Sale,2.0,5.0
13623.0,House,50000.0,na,Islamabad,N/D,For Rent,3.0,4.0
13624.0,Lower Portion,30000.0,F-11,Islamabad,2.0,For Rent,2.0,20.0
13625.0,Lower Portion,80000.0,F-10,lahore,2.0,For Rent,2.0,1940.0
13626.0,?,35000.0,I-9,Islamabad,2.0,For Rent,3.0,6.0
13627.0,House,20000.0,Islamabad Expressway,Islamabad,1.0,For Rent,2.0,4.0
13628.0,Lower Portion,70000.0,I-8,Islamabad,3.0,For Rent,3.0,12.0
13629.0,Flat,190000.0, Karakoram Diplomatic Enclave,Islamabad,3.0,For Rent,2.0,8.4
13630.0,Lower Portion,105000.0,E-11,*Islamabad*,3.0,For Rent,4.0,1882.62
1684450.0,Flat,60000.0,F-11,Islamabad,2.0,For Sale ,2.0,11.6
-84222.5,Lower Portion,20000.0,Ghauri Town,Islamabad,2.0,For Rent,60.0,4.0
13634.0,Flat,30000.0,E-11,Islamabad,2.0,For Rent,2.0,4.4
13635.0,[House],45000.0,G-11,  Islamabad  ,3.0,For Rent,2.0,8.0
13637.0,Upper Portion,-22450000.0,G-10,Islamabad,2.0,For Rent,2.0,-97.0
cinco punto tres,Flat,22000.0,G-15,Islamabad,2.0,For Rent,2.0,6.8
13639.0,*Flat*,66000.0,E-11,Islamabad,-3.5,For Rent,3.0,6.7
13640.0,Flat,35000.0,	G-11	,Islamabad ,2.0,*For Rent*,2.0,-97.0
13641.0,	Flat	,23000.0,G-11,KARACHI,2.0,For Rent,60.0,3.3
13642.0,Lower Portion,33000.0,I-13,Islamabad ,4.0,For Rent,3.0,11.0
13644.0,Lower Portion,18000.0,G-13,Islamabad	,2.0,For Rent,60.0,4.4
13645.0,Upper Portion,100000.0,E-11 ,Islamabad,4.0,For Rent,-3.0,20.0
13646.0,Upper Portion,-22450000.0,D-18,Islamabad,4.0, For Sale,,20.0
13647.0,Upper Portion,,*G-13*, Islamabad,2.0,For Rent,2.0,4.4
13648.0,Upper Portion,60000.0,G-13,Islamabad,4.0,For Rent,4.0,20.0
13650.0,Upper Portion,20000.0,G-13,Islamabad,2.0,For Rent,2.0,4.4
13651.0,Flat,32000.0,G-11,Islamabad,2.0,For Rent,2.0,4.0
-84222.5, House,-258175000.0,Bahria Town,Islamabad,6.0,For Rent,4.0,10.0
1684450.0,Flat,4100000.0,  DHA Defence  ,Islamabad,2.0, For Rent ,-3.0,5.0
13660.0,House,11500000.0,Ghauri Town,Islamabad ,6.0,For Sale,4.0,5.0
1684450.0,House,NaN,Ghauri Town,islamabad,6.0,For Sale,4.0,5.0
-84222.5,House,13200000.0,Islamabad - Murree Expressway, Faisalabad,6.0,For Sale,6.0,20.0
13664.0,House,4500000.0,Bhara kahu,Islamabad,-3.5,For Sale,2.0,5.0
13665.0,Flat,6500000.0,E-11,Islamabad,2.0,For Sale,2.0,7.3
1684450.0,House,2800000.0,Burma Town,Islamabad,2.0,For Sale,2.0,2.5
13668.0,House,31500000.0,Bahria Town,Islamabad,6.0, For Rent ,6.0,10.0
13669.0,House,-258175000.0,Burma Town,Islamabad,3.0,-,3.0,5.0
13670.0, House,13000000.0,[ Shahra-e-Jahangir],Islamabad,6.0,For Sale,6.0,17.0
13671.0,House,32500000.0,Bani Gala,Islamabad,5.0,For Sale,,20.0
13672.0,House,3500000.0,DHA Defence,Islamabad,-3.5,For Sale,2.0,5.0
13674.0,House,12800000.0,D-17,Islamabad,6.0,For Sale,60.0,8.0
13675.0,room,4500000.0,Jhang Syedan,Islamabad	,3.0, For Sale,3.0,5.0
13676.0,Flat,12000000.0,E-11,  Islamabad  ,2.0,For Sale,2.0,9.6
13677.0,null,449000000.0,Ghauri Town,*Islamabad*,6.0,For Sale,4.0,5.0
13678.0,Farm House ,-22450000.0,	E-12	,Islamabad,2.0,for sale,-3.0,4.0
13681.0,Flat,null,Islamabad Expressway,*Islamabad*,2.0,For Sale,2.0,5.9
13683.0,House,449000000.0,Samanabad,[Faisalabad],3.0,For Sale,6.0,5.0
13684.0,House,8500000.0,Wapda City,Faisalabad,4.0,	For Sale	,3.0,5.0
13685.0,House,12500000.0,Muslim Town,[Faisalabad],5.0,For Sale,5.0,8.0
13687.0,House,3700000.0,Nemat Colony No 2,Faisalabad,2.0,For Sale,3.0,2.0
13688.0,House,6500000.0,Taj Colony,Faisalabad,3.0,For Sale,2.0,3.0
-84222.5,House,25000000.0,Satiana Road,Faisalabad,5.0,For Sale,4.0,15.0
13691.0,House,2600000.0,*Others*,Faisalabad,2.0,For Sale,4.0,4.0
1684450.0,Flat,13500000.0,Rabbani Colony,Faisalabad,6.0,For Sale,na,8.0
13693.0,House,3500000.0,D Type Colony,	Faisalabad	,2.0,[For Sale],4.0,5.0
13695.0,House,11000000.0,Tench Bhata,Rawalpindi,2.0,For Rent ,4.0,10.0
13696.0,House,14000000.0,  Bahria Town Rawalpindi  ,Rawalpindi,NaN,For Sale ,5.0,8.0
13697.0,House,22500000.0,Bahria Town Rawalpindi,Rawalpindi,6.0,For Sale,60.0,10.0
13698.0,House,8000000.0,Nawaz Colony,  Rawalpindi  ,6.0,For Sale,6.0,na
13699.0,House,11500000.0,Sadiqabad,	Rawalpindi	,4.0,For Sale,4.0,dieciocho
13701.0,House ,9500000.0,Bahria Town Rawalpindi,Rawalpindi,4.0,For Sale,4.0,5.0
-84222.5,House,39500000.0,Bahria Town Rawalpindi,Rawalpindi,7.0,For Sale,null,-97.0
13704.0,House,9000000.0,Gulshan-e-Iqbal,Rawalpindi ,5.0,For Sale,5.0,6.7
13705.0,Flat,15000000.0,Askari 14,[Rawalpindi],70.0,  For Sale  ,3.0,-97.0
13707.0,House,9000000.0,	Khayaban-e-Sir Syed	,Rawalpindi,3.0,For Sale,3.0,5.0
-84222.5,House,8500000.0,	 Sheikhupura Road 	,Rawalpindi,4.0,For Sale,3.0,5.0
13709.0,House,5800000.0,Al-Kabir Town ,LAHORE,3.0,For Sale,2.0,6.9
13710.0,House,8000000.0,Chaklala Scheme,Rawalpindi,4.0,For Sale,60.0,11.1
13711.0,House,15500000.0,Bahria Town Rawalpindi,Rawalpindi,5.0,For Sale,5.0,7.0
13712.0,House,449000000.0,Quaid-e-Azam Colony,Rawalpindi ,2.0,For Sale,2.0,4.0
1675707.82,House,4500000.0,Bakra Mandi,Rawalpindi,2.0,For Sale,2.0,1940.0
13715.0,Flat,8400000.0,Bahria Town Rawalpindi,Rawalpindi,70.0,For Sale,1.0,3.7
13717.0,House,N/D,Dhamyal Road,Rawalpindi,3.0, For Sale ,60.0,1940.0
13718.0,  House  ,5000000.0, Race Course ,Rawalpindi,veinte,For Sale,5.0,6.0
13719.0,House,20000000.0,Media Town,Rawalpindi ,ocho horas,For Sale,6.0,12.4
13720.0,House,-22450000.0,Kurri Road,Rawalpindi,4.0,For Sale,53.69,5.3
13722.0,House,9000000.0,Range Road,Rawalpindi ,6.0,For Sale,6.0,6.0
13723.0,House,21500000.0,Bahria Town Rawalpindi,LAHORE,6.0,FOR SALE,5.0,1806.76
13724.0,  House ,12000000.0,  Morgah  ,Rawalpindi,4.0,For Sale,4.0,7.0
1758304.21,House,five point two,Satellite Town,Rawalpindi,4.0,For Sale,6.0,6.5
13726.0,House,5500000.0,Islamabad Highway, Rawalpindi,-3.5,For Sale,2.0,6.0
13727.0,upper portion,3700000.0,SUKH CHAYN GARDENS,Rawalpindi,2.0,For Sale,N/A,1940.0
cinco punto tres,Upper Portion,449000000.0,Wapda City,Faisalabad,4.0,For Rent,4.0,22.0
13730.0,Upper Portion,27500.0,Eden Valley,Faisalabad,2.0,For Rent,2.0,1940.0
13731.0,House,50000.0,Khayaban Gardens,Faisalabad	,7.0,For Rent,6.0,13.0
13732.0,Upper Portion,25000.0, Peshawar Road,	Rawalpindi	,2.0,null,2.0,10.0
13733.0,Upper Portion,35000.0,Satellite Town,Rawalpindi,3.0,For Rent,3.0,10.0
13735.0,Flat,22000.0,Satellite Town,Rawalpindi,2.0,For Rent,2.0,5.0
13737.0,Flat,18000.0,Bahria Town Rawalpindi, Karachi,1.0,For Rent,2.0,3.5
1684450.0,House,30000.0,KRL Road,,2.0,For Rent,3.0,5.0
13740.0,Flat,43000.0,Bahria Town Rawalpindi,Rawalpindi,ocho horas,For Rent,1.0,3.7
13741.0,House,25000.0,Gulraiz Housing Scheme,Rawalpindi,2.0,For Rent,3.0,10.0
1684450.0,House,55000.0,Bahria Town Rawalpindi,Rawalpindi,5.0,For Rent,5.0,10.0
13744.0,House,20000000.0,Wapda Town,Lahore,70.0,*For Sale*,4.0,10.0
13745.0,House,449000000.0,Madina Town,Lahore,3.0,For Sale,4.0,8.0
13747.0,house	,26000000.0,Eden,Lahore,3.0,For Sale,60.0,17.0
1684450.0,House	,3500000.0,Daroghewala,Lahore,70.0,For Sale,2.0,2.5
13750.0,House,22500000.0,Valencia Housing Society,[Lahore],5.0,for rent,60.0,10.0
13751.0,House,449000000.0,Chungi Amar Sadhu,Lahore,5.0,For Sale,6.0,6.0
1684450.0,LOWER PORTION,-22450000.0,	Mughalpura	,Lahore,5.0,For Sale,6.0,-97.0
13753.0,House,9000000.0,Bismillah Housing Scheme,Lahore,4.0,For Sale,4.0,-1115.5
N/D,HOUSE,14500000.0,Johar Town,Lahore,5.0,For Sale,5.0,5.0
13755.0,House,14000000.0, Mian Amiruddin Park ,Lahore,6.0,For Sale,4.0,10.0
13758.0,House,22500000.0,  Bahria Town  ,Lahore,5.0,For Sale,5.0,10.0
13759.0,House,14000000.0,Johar Town,Lahore,4.0,For Sale,seven,5.0
13760.0,House,9700000.0,Kot Lakhpat,Lahore,2.0,For Sale ,3.0,5.0
13766.0,House,7000000.0,[Green Town],Lahore,2.0,For Sale,4.0,4.5
13768.0,House,12000000.0,Bahria Town,Lahore,3.0,For Sale,3.0,5.0
13769.0, House ,17500000.0,Allama Iqbal Town,Lahore,3.0,For Sale,3.0,10.0
-84222.5,House,2800000.0,Aashiana Road,Lahore,2.0,For Sale,1.0,1626.08
13772.0,House,12500000.0,Cantt	,Lahore,2.0,For Sale,2.0,15.0
13774.0,House,12500000.0,Samanabad,Lahore,treinta y dos,For Sale,4.0,treinta y dos
13776.0,House,32000000.0,Muslim Town,Lahore,5.0,For Sale,5.0,20.0
13777.0,House,6500000.0,Sodiwal,*Lahore*,2.0,For Sale,2.0,2.7
13779.0,House,-22450000.0, Al Hamad Colony,Lahore,5.0,For Sale,-,10.0
13780.0,House	,13800000.0,Labor Colony ,Lahore,4.0, For Sale ,-34.5,5.8
13781.0,House,7300000.0,Al Rehman Garden,Lahore,5.0,For Sale,4.0,5.0
13782.0, Farm House,19500000.0,Sahafi Colony,ISLAMABAD	,5.0,For Sale,5.0,10.0
-84222.5,*House*,10500000.0,MUZAFFAR COLONY, Faisalabad ,4.0,For Sale,3.0,4.0
1684450.0,penthouse,8400000.0,Johar Town, Faisalabad,4.0,For Sale,2.0,3.0
13786.0,House,20500000.0,Sukh Chayn Gardens,Lahore,5.0,For Sale,6.0,13.0
13789.0,House,3600000.0,Gajju Matah,Lahore,3.0, For Rent ,2.0,2.5
1684450.0,House,20000000.0,PCSIR Housing Scheme,rawalpindi,6.0,FOR SALE,5.0,9.0
13793.0,House,4500000.0,Nawaz Colony ,Lahore,3.0,For Sale,3.0,2.0
13794.0,House,17800000.0,West Wood Housing Society,Lahore,6.0,For Sale,-3.0,10.0
13795.0,Flat,7500000.0,Shadman 1,Lahore,2.0,For Sale,2.0,7.0
13796.0,House,10000000.0,College Road,Lahore,5.0,For Sale,4.0,5.0
13797.0,House,4000000.0,Khaira,faisalabad,2.0,For Sale,3.0,6.0
13798.0,House,6700000.0,Khayaban-e-Amin,Lahore,59.24,For Sale,3.0,1940.0
13799.0,House,6000000.0,Sanda,Lahore,3.0,*For Sale*,60.0,3.0
-84222.5,House,5500000.0,Samanabad,*Lahore*,2.0,For Sale,4.0,2.5
13804.0,  House  ,42500000.0,DHA Defence,Lahore,-3.5,For Sale,5.0,20.0
13805.0,House,25800000.0,Johar Town,	Lahore	,5.0,For Sale,5.0,10.0
13806.0,House,23000000.0, Four Season Housing,Lahore,5.0,For Sale,5.0,10.0
13807.0,House,13200000.0,Bahria Town,Lahore,4.0,For Sale,3.0,5.5
13808.0,House,9800000.0,Bahria Town,Lahore,ocho horas,For Sale,3.0,5.0
13810.0,  House  ,15000000.0,Airport Road,*Lahore*,-40.25,For Sale,4.0,10.0
13811.0,House,dieciocho,Al Rehman Garden,Lahore,4.0,For Sale,4.0,5.0
13813.0,House,9500000.0,pidc,Lahore,4.0,For Sale,N/D,-
13814.0,House,9800000.0,Eden,Lahore,58.01,For Sale,50.3,5.0
13815.0,House,7500000.0,Sue-e-Asal,Lahore,2.0,For Sale,2.0,5.0
13816.0,[ Penthouse ],14000000.0,Canal Bank Housing Scheme,Lahore,-40.25,For Sale,5.0,1940.0
13817.0,House,-22450000.0,Canal Bank Housing Scheme ,Lahore,3.0,For Sale,3.0,-97.0
13819.0,House,489611888.96,Canal Bank Housing Scheme,Lahore,3.0, For Rent,3.0,-97.0
13820.0,House,17500000.0,Canal Bank Housing Scheme,Lahore,5.0,For Sale,5.0,10.0
13821.0,House,nueve,Canal Bank Housing Scheme,Lahore,-3.5,For Sale,-3.0,1940.0
ocho horas,LOWER PORTION,14000000.0,Canal Bank Housing Scheme,Lahore,4.0,For Sale,60.0,5.0
